Ants,Larva,Food
349.5,226.6,17.2
355.1,227.8,10.1
349.6,225.5,13.5
351.0,212.3,10.4
344.8,212.7,13.0
340.8,214.8,14.9
344.7,212.4,13.4
340.7,216.3,15.3
340.7,224.7,6.7
333.9,230.4,6.9
326.1,231.1,9.0
324.2,226.8,2.9
328.4,227.2,6.3
329.6,225.8,11.7
325.9,219.1,5.2
324.4,217.1,5.9
325.6,221.6,7.0
327.4,226.1,7.0
332.1,228.7,6.6
337.4,242.4,4.4
336.4,248.3,4.7
339.6,253.6,8.6
344.1,248.9,3.5
344.7,246.7,3.8
342.5,235.0,5.0
342.4,225.8,5.3
338.0,214.3,2.0
337.5,217.6,4.7
335.4,216.2,6.0
329.8,219.1,9.0
328.2,224.3,6.2
326.5,236.5,2.4
328.4,234.2,4.3
329.9,238.4,5.4
330.6,245.6,2.8
330.4,237.2,6.7
328.5,226.8,5.3
323.4,220.3,1.6
319.6,220.4,0.2
314.9,207.7,4.8
313.4,208.9,0.3
307.5,224.4,3.8
309.9,224.8,7.8
309.9,228.3,11.4
310.2,242.2,5.1
318.5,248.0,11.0
321.0,243.8,8.1
325.6,251.9,11.5
330.9,250.8,6.7
333.6,246.7,2.2
335.9,238.3,3.5
333.9,232.0,6.4
334.5,225.6,0.7
334.3,219.6,9.3
331.9,223.4,1.8
325.3,220.8,2.3
320.2,218.2,2.0
321.4,213.9,6.7
320.2,213.3,9.7
320.6,214.1,8.9
321.4,229.6,14.8
321.8,239.8,13.9
324.1,243.9,9.2
327.3,255.1,8.6
327.8,251.3,4.3
326.5,235.9,1.7
327.8,233.5,3.5
330.7,241.9,3.3
334.6,231.7,0.5
335.0,230.0,3.1
333.2,240.4,4.3
330.3,238.5,1.3
334.6,235.2,2.2
332.7,243.3,5.3
330.6,242.2,3.5
336.1,250.4,5.8
336.2,262.4,2.5
334.3,258.7,4.1
332.3,251.8,3.0
333.0,258.2,2.4
330.8,243.7,3.4
327.4,227.6,2.9
319.3,227.1,5.0
309.8,222.4,0.0
304.5,207.2,1.0
300.4,213.2,3.6
294.8,213.7,2.8
302.7,225.4,7.8
303.6,231.5,4.1
296.1,235.1,1.8
297.8,229.3,1.2
300.5,235.2,0.7
308.2,221.2,3.2
311.3,223.6,2.1
310.3,227.4,5.0
307.3,238.0,3.0
304.5,238.1,3.9
301.4,243.6,1.5
301.8,239.8,3.5
301.8,252.1,1.8
304.9,247.0,4.8
308.6,248.3,4.1
310.5,255.6,3.8
310.9,254.5,6.7
314.4,244.8,6.1
319.4,243.9,7.1
317.9,246.1,11.7
318.9,238.6,12.9
318.3,247.5,11.0
318.9,252.8,9.0
319.2,257.5,2.0
316.9,261.1,8.6
311.5,261.0,8.4
308.3,248.0,12.2
307.9,241.8,15.0
311.0,237.0,12.8
307.1,226.6,4.4
311.8,229.4,2.7
309.1,239.2,1.5
306.0,234.3,5.6
312.2,239.2,0.7
309.3,242.4,6.5
316.4,248.8,1.5
316.2,248.1,3.0
316.3,255.9,7.8
324.8,253.4,3.6
321.5,255.3,2.5
320.1,234.6,0.1
319.3,233.6,3.1
319.7,228.2,0.7
318.9,227.1,2.0
320.8,239.4,1.4
313.7,252.5,1.7
311.0,260.5,1.6
304.7,262.3,2.5
307.6,268.7,1.2
314.6,267.2,2.5
308.8,259.6,1.5
314.6,258.6,3.2
314.7,263.8,2.0
310.2,251.7,2.2
308.8,243.1,1.7
302.6,238.9,2.7
305.1,234.2,1.9
302.4,229.6,0.8
299.1,230.1,2.0
301.5,235.5,3.5
300.8,251.1,0.6
298.8,253.3,1.2
294.4,251.5,1.7
290.8,259.2,4.2
292.0,251.4,5.7
295.2,247.3,6.6
294.8,242.5,1.9
295.7,254.1,3.5
295.2,247.3,3.1
292.8,244.7,6.0
294.0,243.1,3.0
292.4,249.4,4.2
294.6,240.3,1.0
292.2,247.4,1.2
290.0,258.4,1.6
290.2,250.8,7.1
294.9,248.1,3.0
294.0,244.5,1.9
293.4,245.0,3.5
296.0,244.9,1.5
287.3,244.2,0.6
287.2,244.6,1.3
287.8,251.8,2.8
288.3,251.6,1.0
285.1,249.9,3.2
278.1,261.3,3.8
283.3,259.7,3.9
283.6,252.7,1.9
281.6,246.4,1.5
282.3,248.8,1.3
285.5,243.4,5.7
286.5,244.2,2.0
286.0,244.9,5.3
287.0,247.1,5.0
288.8,243.0,2.5
288.6,239.2,5.0
290.3,248.2,4.5
290.1,250.6,4.0
292.3,253.5,4.2
293.9,249.7,1.8
292.6,260.5,1.3
293.8,253.9,6.6
302.6,269.7,7.6
310.2,280.1,5.2
313.6,282.7,3.7
313.3,280.8,2.3
311.7,279.5,6.4
314.7,251.7,2.6
318.0,242.1,6.6
316.1,248.7,2.6
311.9,249.9,1.6
308.2,252.8,0.9
304.7,263.8,4.0
309.9,265.6,2.8
305.9,253.8,0.9
305.4,258.5,1.4
305.1,258.3,0.7
301.7,262.3,2.7
299.6,254.4,1.7
295.5,268.9,3.8
297.2,276.0,2.7
297.6,271.9,2.4
296.8,268.1,3.6
296.7,273.5,3.7
292.1,264.3,3.2
294.3,250.6,3.4
294.3,256.9,5.5
293.8,261.0,3.3
297.5,265.9,1.9
301.1,265.6,4.4
297.2,265.6,0.4
297.9,261.9,6.3
298.0,258.6,1.1
297.4,248.5,2.5
296.5,248.7,5.7
293.5,255.3,2.6
294.1,259.1,5.0
293.6,262.2,6.2
296.2,267.9,4.7
298.3,286.5,5.0
307.1,296.6,3.1
303.5,294.9,1.1
300.7,298.5,2.0
298.4,292.6,0.3
304.7,280.8,1.8
305.2,268.5,0.5
303.9,265.8,5.6
299.6,256.9,2.3
297.2,260.0,2.1
296.5,257.4,0.6
294.8,258.3,2.1
287.9,264.8,3.7
282.3,262.3,1.6
277.5,260.8,1.9
